Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
5/27/2020,611,26,64,70,124,100,116,82,65,32,22,0,316,285,10,305,8,107,50,21,120,0,0,2,1,1,7,7,8,0,10,16,0,10,1,10,5,0,0,0,4,5,11,13,12,11,8,0,30,34,0,23,1,20,16,2,2
8/26/2020,380,3,37,47,124,79,43,43,23,12,9,0,194,185,1,190,5,42,85,19,39,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,2,4,4,4,9,5,5,4,0,22,15,0,16,1,8,5,5,2
4/27/2020,1156,35,171,42,234,201,232,205,125,53,64,0,571,554,31,517,23,201,107,61,247,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,10,16,39,37,20,38,0,80,89,2,56,4,70,28,12,1
10/13/2020,865,5,38,86,247,190,134,108,57,24,19,0,438,424,3,357,17,120,182,43,146,0,0,0,0,0,2,2,1,0,1,4,0,1,0,3,1,0,0,2,3,3,7,5,8,6,4,0,21,17,0,11,2,9,10,3,3
8/19/2020,469,5,20,55,144,84,57,70,39,13,7,0,250,218,1,204,4,81,93,24,63,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,0,2,2,1,6,2,6,1,0,11,9,0,4,0,11,4,0,1
9/3/2020,333,3,25,36,99,59,49,49,23,13,5,0,176,156,1,137,5,56,82,5,48,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,0,0,4,4,2,5,5,3,2,0,13,12,0,10,0,8,4,2,1
4/13/2020,692,33,153,10,99,115,127,161,89,53,38,0,352,336,4,237,25,211,94,31,94,0,0,1,5,3,8,7,9,0,15,18,0,11,2,17,3,0,0,1,5,11,11,41,28,28,28,0,66,87,0,36,6,69,27,12,3
7/16/2020,295,2,27,27,87,67,42,31,22,10,9,0,155,139,1,93,3,78,57,12,52,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,8,2,5,4,3,3,2,0,13,14,0,8,1,12,4,1,1
7/23/2020,316,3,33,33,101,67,43,35,17,12,8,0,188,127,1,93,13,78,73,14,45,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,8,4,6,3,5,3,0,16,17,0,15,1,11,4,1,1
8/8/2020,177,3,16,22,56,27,32,18,14,3,5,0,94,81,2,66,6,39,36,7,23,0,0,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,1,2,4,3,2,3,0,6,10,0,8,1,5,2,0,0
5/12/2020,942,46,127,64,178,177,182,162,91,50,38,0,493,444,5,441,10,169,101,21,200,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,11,28,25,17,19,0,63,63,1,50,2,49,18,2,6
11/14/2020,1361,9,34,162,301,273,234,168,128,72,23,0,696,664,1,304,34,162,295,77,489,0,0,0,0,1,3,4,1,0,4,5,0,3,1,2,2,0,1,0,3,1,5,7,5,9,4,0,12,22,0,9,1,9,10,2,3
9/15/2020,347,1,25,54,97,67,47,40,26,13,3,0,185,162,0,156,5,46,82,10,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,4,5,4,6,3,0,12,13,0,8,1,11,4,0,1
7/6/2020,284,5,31,23,81,66,41,35,21,11,6,0,149,128,7,87,12,67,48,7,63,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,1,3,3,5,7,3,5,4,0,17,14,0,4,1,16,7,0,3
5/23/2020,329,30,90,31,64,58,54,54,36,18,14,0,176,152,1,125,8,68,34,10,84,0,1,1,1,2,4,9,12,0,16,14,0,9,0,10,11,0,0,3,8,7,14,11,22,9,16,0,37,53,0,34,3,35,8,2,8
7/5/2020,89,3,16,6,29,19,14,11,8,2,0,0,53,35,1,23,0,20,19,7,20,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,2,2,4,3,2,1,2,0,5,11,0,6,1,5,4,0,0
4/4/2020,326,22,159,2,34,38,61,70,63,33,25,0,152,174,0,69,14,144,43,18,38,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,3,11,22,33,45,24,21,0,77,81,1,39,10,78,21,8,3
4/25/2020,634,38,118,32,121,120,132,106,67,32,24,0,307,324,3,265,14,106,78,23,148,0,0,2,1,6,6,11,12,0,14,24,0,12,2,19,5,0,0,0,6,12,12,26,28,19,15,0,52,66,0,46,3,40,18,11,0
3/6/2020,3,0,3,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,0,1,1,0,0
5/19/2020,892,27,99,78,212,171,148,131,85,39,28,0,451,435,6,426,13,140,71,41,201,0,1,1,3,6,5,6,5,0,8,19,0,10,2,11,3,0,1,5,5,13,15,21,17,12,11,0,50,49,0,41,2,35,12,3,6
10/25/2020,510,9,48,62,133,121,63,64,38,18,11,0,271,236,3,121,10,81,126,29,143,0,0,0,1,0,4,3,1,0,4,5,0,3,0,4,2,0,0,2,5,4,6,10,10,8,3,0,24,24,0,12,0,23,8,5,0
3/17/2020,96,1,29,0,15,21,18,17,19,2,4,0,37,58,1,7,3,38,40,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,2,7,8,3,4,0,8,21,0,4,0,20,5,0,0
5/2/2020,717,50,166,25,142,126,154,141,74,40,15,0,342,371,4,353,9,108,54,21,172,0,0,1,1,8,14,11,15,0,21,29,0,11,3,24,11,1,0,2,9,8,29,34,32,33,19,0,67,99,0,60,4,62,26,10,4
4/11/2020,398,33,141,7,53,71,65,83,55,38,26,0,184,212,2,104,17,146,53,16,62,0,0,1,1,6,7,10,8,0,15,18,0,8,2,21,2,0,0,2,3,7,16,29,32,32,20,0,57,83,1,37,5,74,16,6,3
9/23/2020,378,6,30,48,115,84,56,38,26,6,5,0,183,186,9,151,6,45,85,19,72,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,6,4,7,4,2,2,0,21,9,0,12,0,6,9,2,1
11/19/2020,560,0,,53,125,120,96,67,55,33,11,0,292,266,2,142,13,111,124,28,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3/14/2020,31,0,11,0,9,2,7,6,3,3,1,0,17,12,2,2,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,8,3,0,3,0,5,3,0,0
5/11/2020,1014,38,128,62,205,198,193,142,114,69,31,0,511,489,14,528,14,158,83,29,202,0,0,1,3,6,3,6,19,0,14,24,0,16,0,15,7,0,0,5,5,10,17,24,26,28,13,0,51,75,2,50,3,41,22,7,5
4/29/2020,1152,42,160,54,208,231,219,202,117,62,59,0,533,589,30,516,17,172,115,46,286,0,1,1,4,4,5,8,19,0,20,22,0,16,3,13,10,0,0,0,12,11,23,25,34,22,33,0,80,80,0,58,4,47,36,9,6
11/18/2020,1399,0,,201,327,255,230,175,119,64,27,1,748,642,9,442,26,246,254,57,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
4/23/2020,1466,36,164,32,194,205,223,240,244,161,167,0,733,644,89,474,20,365,179,69,359,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,13,22,26,39,30,27,0,75,87,2,60,6,57,28,11,2
5/25/2020,252,23,79,7,34,35,41,43,49,26,17,0,123,126,3,76,6,69,40,3,58,0,0,1,0,4,4,7,7,0,11,12,0,5,0,10,7,1,0,2,10,4,7,12,18,11,15,0,37,42,0,24,2,35,8,1,9
11/8/2020,1083,10,84,119,266,236,175,136,80,44,27,0,542,540,1,315,19,167,275,62,245,0,1,0,0,1,3,2,3,0,0,10,0,5,0,2,1,1,1,3,7,3,12,17,10,18,14,0,51,33,0,31,0,29,16,3,5
3/16/2020,78,1,17,1,14,21,18,12,7,4,1,0,37,41,0,8,6,25,30,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,7,3,2,2,1,0,4,13,0,2,0,11,4,0,0
5/22/2020,725,36,95,64,155,135,125,112,74,35,25,0,369,346,10,349,10,146,62,29,129,0,0,0,1,6,10,8,11,0,16,20,0,12,2,14,8,0,0,1,8,13,10,11,18,18,16,0,39,55,1,39,4,35,10,0,7
6/28/2020,110,5,28,8,36,22,20,10,9,3,2,0,64,46,0,33,1,21,24,7,24,0,0,0,1,0,2,0,2,0,4,1,0,2,0,2,1,0,0,0,5,0,4,5,4,4,6,0,18,10,0,9,0,12,6,0,1
6/4/2020,319,15,35,27,92,63,54,40,25,10,8,0,160,156,3,144,5,64,22,9,75,0,0,2,1,0,6,4,2,0,6,9,0,6,1,8,0,0,0,0,7,1,6,6,10,3,2,0,20,15,0,12,1,12,7,1,2
5/29/2020,460,20,54,33,115,70,85,75,42,18,22,0,249,206,5,218,9,100,33,17,83,0,0,0,1,3,5,6,5,0,11,9,0,7,0,10,2,1,0,3,1,5,7,12,9,9,8,0,32,22,0,13,1,26,9,3,2
8/30/2020,100,4,22,11,24,16,18,14,8,4,5,0,49,50,1,27,1,22,31,4,15,0,0,0,0,0,0,3,1,0,3,1,0,1,0,3,0,0,0,2,2,1,2,4,4,2,5,0,8,13,1,6,0,9,5,0,2
6/7/2020,110,20,32,3,30,29,16,13,8,7,4,0,52,58,0,43,3,22,9,4,29,0,0,1,2,1,8,1,7,0,7,13,0,10,0,8,2,0,0,0,6,6,5,5,5,5,0,0,18,14,0,16,2,9,1,2,2
4/15/2020,628,31,149,21,92,108,109,124,86,46,42,0,301,325,2,230,21,177,65,44,91,0,1,1,3,2,5,5,14,0,8,23,0,9,3,15,4,0,0,1,6,13,17,32,35,31,14,0,68,81,0,48,1,69,22,6,3
4/5/2020,292,26,146,3,31,50,49,73,42,20,24,0,127,162,3,71,11,109,54,11,36,0,0,0,2,5,2,10,7,0,8,18,0,5,0,18,3,0,0,0,3,11,24,35,25,25,23,0,56,89,1,31,9,80,17,6,3
10/22/2020,1264,4,67,141,316,296,210,133,89,52,27,0,657,600,7,481,21,172,257,51,282,0,0,1,1,0,0,2,0,0,2,2,0,1,0,1,2,0,0,0,5,7,8,14,7,11,15,0,44,23,0,22,1,22,14,6,2
10/21/2020,1151,6,56,113,368,244,169,126,84,32,15,0,594,555,2,381,24,161,238,64,283,0,0,0,0,0,0,0,6,0,4,2,0,2,0,1,2,1,0,2,5,8,7,7,15,7,5,0,27,29,0,19,0,21,12,1,3
9/13/2020,122,3,28,13,36,30,19,12,9,3,0,0,61,61,0,37,2,14,38,5,26,0,0,0,0,0,0,1,2,0,2,1,0,1,0,2,0,0,0,2,5,3,1,6,7,2,2,0,14,14,0,11,0,4,12,1,0
8/12/2020,429,2,31,51,117,93,71,53,29,9,6,0,223,203,3,178,1,80,90,19,61,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,2,2,5,5,9,4,3,0,13,18,0,14,0,11,4,1,1
11/4/2020,2455,8,90,303,679,542,362,287,168,87,27,0,1252,1185,18,865,57,331,481,104,617,0,0,0,0,0,1,2,5,0,5,3,0,5,0,1,2,0,0,4,5,4,11,19,17,23,7,0,46,44,0,27,2,34,22,4,1
11/5/2020,2530,6,94,286,716,555,368,302,183,73,47,0,1312,1201,17,896,37,307,465,139,686,0,0,1,0,1,0,0,4,0,3,3,0,1,0,1,2,1,1,2,7,9,8,19,23,15,11,0,44,50,0,22,1,40,18,7,6
10/3/2020,213,4,37,25,52,42,33,26,20,9,6,0,113,100,0,70,6,32,50,8,47,0,0,0,0,1,1,0,2,0,2,2,0,3,0,1,0,0,0,0,2,5,2,5,12,4,7,0,19,18,0,12,0,15,8,0,2
11/16/2020,2305,22,8,293,542,432,415,314,176,83,50,0,1196,1091,18,729,50,299,387,127,713,0,0,1,1,4,5,6,5,0,9,13,0,10,2,4,3,1,2,0,0,0,1,0,3,3,1,0,4,4,0,3,0,3,2,0,0
7/13/2020,337,3,35,36,99,69,45,35,31,7,15,0,193,142,2,125,7,90,59,8,48,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,2,2,5,3,8,5,7,3,0,17,18,0,12,2,12,6,1,2
11/6/2020,2717,9,100,340,788,552,398,322,206,70,41,0,1434,1274,9,956,70,344,535,139,673,0,0,0,1,2,3,0,3,0,3,6,0,4,0,4,1,0,0,4,7,7,13,26,12,18,13,0,51,49,0,24,3,42,16,6,9
10/10/2020,423,5,35,39,107,104,65,58,32,8,10,0,220,201,2,138,9,48,107,19,102,0,0,0,0,1,2,1,1,0,3,2,0,0,1,2,2,0,0,0,3,3,4,6,4,9,6,0,17,18,0,7,0,10,12,3,3
4/1/2020,459,24,183,3,56,69,87,84,90,41,29,0,236,204,19,98,19,221,62,16,43,0,0,1,1,1,7,6,8,0,12,12,0,3,1,19,0,0,1,1,4,13,26,40,43,31,25,0,77,100,6,39,5,101,26,8,4
9/8/2020,368,1,19,36,120,80,55,39,24,9,5,0,178,190,0,175,7,38,82,9,57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,2,4,4,4,0,7,12,0,9,0,5,5,0,0
6/19/2020,219,15,38,28,69,38,28,24,16,10,6,0,112,103,4,88,2,49,27,10,43,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,4,2,6,7,8,4,4,0,19,19,0,12,0,19,5,1,1
9/24/2020,400,5,25,50,115,85,63,44,28,9,6,0,197,201,2,176,6,38,101,8,71,0,0,0,1,1,1,1,1,0,2,3,0,4,0,1,0,0,0,0,0,2,4,5,6,6,2,0,11,14,0,6,0,6,7,3,3
8/23/2020,113,1,28,9,35,13,20,15,11,8,2,0,59,54,0,37,1,23,35,5,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,5,4,4,5,3,0,10,18,0,10,0,7,8,2,1
4/10/2020,571,32,158,22,79,102,98,108,85,42,35,0,251,309,11,164,26,211,76,26,68,0,0,1,3,3,3,9,13,0,11,21,0,3,2,24,3,0,0,0,10,10,22,19,39,28,30,0,63,94,1,50,4,71,22,10,1
7/15/2020,267,7,24,30,83,51,33,34,18,12,6,0,149,118,0,97,4,85,40,11,30,0,0,0,0,2,2,1,2,0,3,4,0,1,0,6,0,0,0,0,5,2,2,3,4,4,4,0,14,10,0,9,0,9,5,1,0
11/2/2020,2292,15,95,272,542,497,372,311,183,69,46,0,1174,1107,11,745,41,289,394,102,721,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,1,7,10,12,18,19,14,14,0,45,50,0,23,3,35,25,4,5
5/4/2020,1120,48,126,57,218,223,243,177,109,53,40,0,556,544,20,517,24,175,99,46,259,0,1,0,0,4,10,15,18,0,23,25,0,17,2,20,9,0,0,1,10,8,13,15,27,31,21,0,53,72,1,39,7,48,18,9,5
10/15/2020,853,2,44,80,256,196,111,101,67,28,14,0,434,418,1,335,17,102,188,28,183,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,2,8,4,8,8,6,7,0,25,19,0,8,0,17,13,2,4
4/20/2020,990,40,184,24,158,182,211,195,122,56,41,1,478,501,11,403,26,249,116,44,152,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,15,31,35,38,26,30,0,76,107,1,65,5,70,30,12,2
4/14/2020,664,33,174,16,103,120,121,124,78,51,51,0,352,310,2,231,24,196,94,36,83,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,21,38,32,31,29,0,73,100,1,60,4,71,28,9,2
10/5/2020,540,3,25,52,153,114,93,65,38,21,4,0,259,280,1,200,11,96,105,22,106,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,2,0,1,0,4,3,2,2,5,6,3,0,10,15,0,7,0,12,5,0,1
4/6/2020,583,22,203,5,78,97,102,110,94,56,41,0,300,276,7,137,20,233,99,27,67,0,0,0,2,5,1,8,6,0,9,13,0,3,0,16,3,0,0,0,6,22,16,42,59,31,27,0,109,92,2,45,10,113,22,10,3
10/4/2020,144,5,24,19,29,25,20,24,13,11,3,0,57,87,0,37,6,25,41,5,30,0,0,0,0,0,0,1,4,0,3,2,0,1,0,1,3,0,0,0,2,3,2,4,6,6,1,0,11,13,0,2,0,14,5,1,2
,192,0,333,5,42,38,37,32,20,13,4,1,92,91,9,35,7,49,20,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,49,50,56,48,33,27,0,161,167,5,115,15,118,49,20,16
4/9/2020,577,25,158,9,83,102,104,130,74,40,35,0,258,311,8,174,24,209,83,30,57,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,35,32,31,24,0,68,84,6,29,6,87,28,6,2
5/20/2020,769,29,93,58,208,131,138,107,73,36,18,0,403,359,7,357,4,143,59,27,179,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,7,4,8,14,21,20,16,0,47,46,0,34,1,39,10,3,6
5/1/2020,1169,39,141,58,223,221,204,193,133,69,68,0,615,523,31,535,26,192,108,48,260,0,1,0,1,4,12,8,13,0,14,25,0,12,1,15,10,0,1,0,14,13,16,22,24,32,20,0,75,66,0,48,3,61,23,3,3
10/14/2020,840,3,31,72,244,209,137,89,62,19,8,0,454,382,4,323,18,129,168,35,167,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,2,0,0,1,3,0,4,6,4,8,5,0,13,18,0,6,0,12,9,0,4
11/15/2020,785,6,10,80,181,156,134,102,80,29,22,1,416,369,0,188,18,96,187,39,257,0,0,0,0,0,4,1,1,0,4,2,0,1,1,3,0,0,1,1,0,2,0,1,2,2,2,0,5,5,0,4,0,2,3,1,0
9/4/2020,384,2,25,58,101,79,51,37,32,16,10,0,201,181,2,186,11,67,74,8,38,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,3,1,4,3,3,5,6,0,18,7,0,10,1,10,3,0,1
3/12/2020,21,0,8,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,4,4,0,0,1,4,3,0,0
8/9/2020,115,2,18,16,41,21,12,6,9,6,4,0,53,62,0,41,4,17,36,2,15,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,5,2,1,4,2,0,4,0,10,8,0,3,0,9,3,0,3
3/15/2020,40,0,24,0,3,8,9,8,5,4,3,0,13,27,0,6,4,12,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,5,4,2,0,9,15,0,4,2,14,4,0,0
10/7/2020,530,1,33,59,158,110,84,60,33,17,9,0,259,269,2,197,7,63,126,17,120,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,7,5,7,2,5,0,17,16,0,9,0,9,11,1,3
7/19/2020,99,2,23,14,27,23,9,13,6,6,1,0,52,46,1,26,2,32,22,3,14,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,2,2,5,5,2,2,2,0,12,11,0,2,0,16,4,0,1
8/29/2020,227,4,27,24,70,35,40,24,22,12,0,0,123,104,0,98,6,26,58,6,33,0,0,0,0,1,1,1,1,0,2,2,0,1,1,0,2,0,0,2,3,4,2,4,5,7,0,0,12,15,0,11,0,8,5,0,3
6/29/2020,280,7,31,22,89,56,36,40,17,9,11,0,137,140,3,103,2,62,51,9,53,0,0,0,0,0,2,2,3,0,4,3,0,3,0,2,2,0,0,1,4,3,4,5,7,1,6,0,12,19,0,14,0,11,5,0,1
6/22/2020,218,9,30,23,60,35,36,27,19,15,3,0,112,105,1,100,3,44,27,5,39,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,5,4,5,4,4,3,0,14,16,0,15,0,12,3,0,0
6/11/2020,201,10,28,19,63,27,29,32,18,9,4,0,106,90,5,96,3,32,24,6,40,0,0,0,1,1,2,2,4,0,4,6,0,3,1,4,2,0,0,0,4,4,2,5,6,3,4,0,9,19,0,13,0,9,6,0,0
10/29/2020,1814,4,87,211,514,389,289,189,126,60,36,0,947,860,7,673,47,179,341,94,480,0,0,0,0,0,1,1,2,0,2,2,0,1,0,0,3,0,0,2,5,11,9,10,18,15,17,0,49,37,1,23,2,30,24,5,3
6/30/2020,265,3,30,25,92,59,39,24,15,5,6,0,135,129,1,107,3,53,48,3,51,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,1,0,0,2,4,3,3,4,7,2,5,0,16,14,0,12,0,11,5,0,2
10/27/2020,1584,4,82,194,432,332,250,182,112,52,29,1,814,759,11,600,36,217,285,83,363,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,2,7,11,22,18,8,10,0,45,37,0,16,2,33,19,6,6
6/27/2020,130,5,15,11,41,21,24,13,10,7,3,0,64,65,1,44,2,34,21,6,23,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,4,0,2,1,4,0,3,0,9,6,0,6,0,6,1,1,1
7/30/2020,340,2,18,49,78,79,49,49,25,7,4,0,174,165,1,155,11,71,57,7,39,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,2,1,2,2,3,2,4,2,0,11,7,0,6,1,6,3,2,0
5/21/2020,804,34,109,75,177,137,120,122,79,51,43,0,417,369,18,369,24,132,54,28,197,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,12,16,17,23,20,11,0,54,55,0,43,8,40,8,6,4
3/27/2020,404,8,155,4,43,61,85,103,49,37,22,0,211,191,2,68,9,208,69,13,37,0,0,0,1,1,3,3,0,0,3,5,0,2,0,4,2,0,0,2,4,9,27,40,35,20,18,0,78,77,0,18,6,112,13,4,2
8/5/2020,377,4,19,44,114,82,54,33,32,14,4,0,184,191,2,171,3,83,71,11,38,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,3,0,2,4,3,3,4,0,10,9,0,4,0,10,4,1,0
11/17/2020,1903,4,,224,430,394,291,283,170,79,32,0,982,911,10,650,53,238,270,98,594,0,0,0,0,0,2,1,1,0,1,3,0,1,0,0,2,0,1,,,,,,,,,,,,,,,,,,
3/26/2020,413,2,136,2,65,74,78,96,53,36,9,0,181,230,2,77,12,197,92,13,22,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,24,25,29,28,12,0,58,78,0,27,1,82,21,4,1
10/28/2020,1713,7,85,217,445,401,283,187,107,51,22,0,888,812,13,638,29,226,288,80,452,0,0,0,0,1,4,2,0,0,1,6,0,3,0,3,1,0,0,4,8,9,10,12,16,13,13,0,46,39,0,19,2,33,25,2,4
5/26/2020,755,23,78,61,161,129,138,128,76,40,22,0,394,354,7,356,15,116,61,38,169,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,8,27,13,9,9,0,43,35,0,27,1,29,14,2,5
8/22/2020,183,2,17,18,54,30,28,25,16,10,2,0,92,89,2,67,4,28,47,12,25,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,3,2,3,6,0,0,12,5,0,2,0,10,4,1,0
9/19/2020,167,2,22,11,48,39,23,24,16,2,4,0,87,78,2,64,2,18,38,13,32,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,2,1,1,1,4,6,3,4,0,14,7,1,9,0,8,2,2,1
9/27/2020,151,1,33,15,46,28,24,17,11,8,2,0,85,66,0,47,2,25,37,9,31,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,2,6,4,10,7,1,0,19,14,0,8,1,10,8,1,5
9/11/2020,334,5,19,51,90,81,38,37,20,14,3,0,166,167,1,148,4,39,76,14,53,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,2,3,1,5,5,1,2,0,8,11,0,12,1,3,3,0,0
3/25/2020,367,5,125,2,51,71,72,82,33,36,20,0,169,197,1,49,10,184,85,18,21,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,25,16,28,17,0,55,70,0,13,2,92,15,3,0
4/26/2020,434,51,132,13,84,54,96,66,57,32,32,0,229,202,3,150,18,90,60,23,93,0,1,0,4,3,13,11,19,0,22,29,0,18,2,23,8,0,0,0,11,7,22,23,28,19,22,0,58,74,0,53,2,38,28,10,1
9/28/2020,414,2,31,55,100,77,68,51,38,14,11,0,214,198,2,182,2,48,75,11,96,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,5,2,3,4,6,5,6,0,16,15,0,7,1,12,7,2,2
5/14/2020,776,45,130,49,167,152,132,108,95,43,30,0,396,368,12,327,13,160,72,34,170,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,8,9,14,18,39,26,14,0,56,74,0,47,3,47,17,10,6
5/8/2020,924,44,97,52,169,191,196,153,85,44,34,0,441,465,18,436,17,138,77,42,214,0,0,0,1,4,13,12,14,0,21,23,0,15,0,15,14,0,0,0,8,8,9,19,18,13,22,0,48,49,0,38,3,36,12,5,3
6/15/2020,235,20,32,36,57,42,34,30,25,9,2,0,131,102,2,101,6,51,20,8,49,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,6,3,2,5,8,0,4,0,21,11,0,12,1,11,7,0,1
9/18/2020,336,4,29,40,93,69,41,44,32,8,9,0,153,182,1,141,11,45,70,16,53,0,0,0,0,0,0,1,3,0,2,2,0,0,0,1,2,1,0,0,3,0,1,3,5,8,9,0,15,13,1,4,0,11,11,0,3
6/2/2020,246,25,53,14,33,44,45,32,34,18,26,0,116,108,22,83,9,50,17,12,75,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,1,4,5,5,10,11,12,5,0,26,27,0,21,1,17,10,2,2
5/6/2020,974,43,139,55,190,161,213,169,95,53,38,0,473,467,34,464,13,146,89,41,221,0,0,1,3,5,11,9,14,0,14,29,0,13,5,13,12,0,0,2,2,10,22,24,32,26,21,0,63,76,0,46,1,50,25,15,2
